"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","desc","fc"
"11","sa_c6738s5878_a_at",5.131867289886,5.95108944793256,52.9474379804817,0,5.6864982532634e-08,15.4107202507905,"sa_c6738s5878_a_at|1122707 // gi|1122707|ref|NC_002758.2|NC_002758.2(GI:57634611):2849567-2850064(-) Staphylococcus aureus subsp. aureus Mu50,  PRODUCT=hypothetical protein LOCUS=SAV2682 // ncbi_bacterial // 20 // --- /// 1125404 // gi|1125404|ref|NC_002745.2|NC_002745.2(GI:29165615):2785853-2786350(-) Staphylococcus aureus subsp. aureus N315,  PRODUCT=hypothetical protein LOCUS=SA2474 // ncbi_bacterial // 20 // --- /// 3238452 // gi|3238452|ref|NC_002951.2|NC_002951.2(GI:57650036):2778732-2779229(-) Staphylococcus aureus subsp. aureus COL,  PRODUCT=hypothetical protein LOCUS=SACOL2706 // ncbi_bacterial // 20 // ---",35.0627510382085
"12","sa_c434s266_a_at",4.89784273981408,7.16497023669335,52.9195180385034,0,5.6864982532634e-08,15.4075635805044,"sa_c434s266_a_at|1120988 // gi|1120988|ref|NC_002758.2|NC_002758.2(GI:57634611):1062774-1064281(+) Staphylococcus aureus subsp. aureus Mu50,   LOCUS=SAV1013 // ncbi_bacterial // 20 // --- /// 1123688 // gi|1123688|ref|NC_002745.2|NC_002745.2(GI:29165615):986490-987997(+) Staphylococcus aureus subsp. aureus N315,  PRODUCT=hypothetical protein LOCUS=SA0871 // ncbi_bacterial // 20 // --- /// 3236111 // gi|3236111|ref|NC_002951.2|NC_002951.2(GI:57650036):1026032-1027602(+) Staphylococcus aureus subsp. aureus COL,  PRODUCT=sodium:alanine symporter family protein LOCUS=SACOL1018 // ncbi_bacterial // 20 // ---",29.81244387145
"13","sa_c7102s6213_a_at",6.11531143333718,5.23753654143349,52.7325381413527,0,5.6864982532634e-08,15.3863564172713,"sa_c7102s6213_a_at|1120314 // gi|1120314|ref|NC_002758.2|NC_002758.2(GI:57634611):403357-405198(-) Staphylococcus aureus subsp. aureus Mu50,   LOCUS=SAV0357 // ncbi_bacterial // 20 // --- /// 1123124 // gi|1123124|ref|NC_002745.2|NC_002745.2(GI:29165615):403400-405241(-) Staphylococcus aureus subsp. aureus N315,   LOCUS=SA0345 // ncbi_bacterial // 20 // --- /// 3236503 // gi|3236503|ref|NC_002951.2|NC_002951.2(GI:57650036):434214-436055(-) Staphylococcus aureus subsp. aureus COL,   LOCUS=SACOL0429 // ncbi_bacterial // 20 // ---",69.3253665057322
"14","sa_c7100s6210_a_at",5.1354228119199,6.58036550038379,49.9225032606031,0,7.88849528684813e-08,15.0530499977613,"sa_c7100s6210_a_at|1120313 // gi|1120313|ref|NC_002758.2|NC_002758.2(GI:57634611):401132-403360(-) Staphylococcus aureus subsp. aureus Mu50, GENE=metE  LOCUS=SAV0356 // ncbi_bacterial // 20 // --- /// 1123123 // gi|1123123|ref|NC_002745.2|NC_002745.2(GI:29165615):401175-403403(-) Staphylococcus aureus subsp. aureus N315, GENE=metE  LOCUS=SA0344 // ncbi_bacterial // 20 // --- /// 3236502 // gi|3236502|ref|NC_002951.2|NC_002951.2(GI:57650036):431989-434217(-) Staphylococcus aureus subsp. aureus COL, GENE=metE  LOCUS=SACOL0428 // ncbi_bacterial // 20 // ---",35.1492697596158
"15","sa_c5418s4689_a_at",5.51594978173578,5.24049672082427,45.9596191077456,0,1.31624429996949e-07,14.5319391465961,"sa_c5418s4689_a_at|1120418 // gi|1120418|ref|NC_002758.2|NC_002758.2(GI:57634611):506556-507583(+) Staphylococcus aureus subsp. aureus Mu50,  PRODUCT=similar to ABC transporter ATP-binding protein LOCUS=SAV0462 // ncbi_bacterial // 20 // --- /// 1123205 // gi|1123205|ref|NC_002745.2|NC_002745.2(GI:29165615):482041-483068(+) Staphylococcus aureus subsp. aureus N315,  PRODUCT=hypothetical protein LOCUS=SA0420 // ncbi_bacterial // 20 // --- /// 3237079 // gi|3237079|ref|NC_002951.2|NC_002951.2(GI:57650036):505035-506062(+) Staphylococcus aureus subsp. aureus COL,  PRODUCT=ABC transporter, ATP-binding protein LOCUS=SACOL0504 // ncbi_bacterial // 20 // ---",45.7579267642749
"16","sa_i6966ur_x_at",4.52490475041999,3.01853297451799,45.4494724245424,0,1.31624429996949e-07,14.4600659739172,"sa_i6966ur_x_at|sa_i6966ur // --- // unknown // --- // ---",23.0214173104946
"17","sa_c6378s5547_a_at",5.65601692398541,6.58326755888071,45.3361686226622,0,1.31624429996949e-07,14.4439449286869,"sa_c6378s5547_a_at|1122628 // gi|1122628|ref|NC_002758.2|NC_002758.2(GI:57634611):2748057-2749507(+) Staphylococcus aureus subsp. aureus Mu50,  PRODUCT=amino acid transporter LOCUS=SAV2603 // ncbi_bacterial // 20 // --- /// 1125325 // gi|1125325|ref|NC_002745.2|NC_002745.2(GI:29165615):2684343-2685793(+) Staphylococcus aureus subsp. aureus N315,  PRODUCT=hypothetical protein LOCUS=SA2396 // ncbi_bacterial // 20 // --- /// 3237175 // gi|3237175|ref|NC_002951.2|NC_002951.2(GI:57650036):2676059-2677509(+) Staphylococcus aureus subsp. aureus COL,  PRODUCT=amino acid permease LOCUS=SACOL2619 // ncbi_bacterial // 20 // ---",50.4232402092789
"18","sa_c3204s2753_a_at",5.46942064254802,5.89141390890641,44.216972688277,0,1.4928924603766e-07,14.2815407333409,"sa_c3204s2753_a_at|1121699 // gi|1121699|ref|NC_002758.2|NC_002758.2(GI:57634611):1843699-1845305(+) Staphylococcus aureus subsp. aureus Mu50, GENE=serA PRODUCT=D-3-phosphoglycerate dehydrogenase LOCUS=SAV1724 // ncbi_bacterial // 20 // --- /// 1124391 // gi|1124391|ref|NC_002745.2|NC_002745.2(GI:29165615):1765785-1767391(+) Staphylococcus aureus subsp. aureus N315, GENE=serA PRODUCT=D-3-phosphoglycerate dehydrogenase LOCUS=SA1545 // ncbi_bacterial // 20 // --- /// 3236384 // gi|3236384|ref|NC_002951.2|NC_002951.2(GI:57650036):1811883-1813489(+) Staphylococcus aureus subsp. aureus COL, GENE=serA PRODUCT=D-3-phosphoglycerate dehydrogenase LOCUS=SACOL1773 // ncbi_bacterial // 20 // ---",44.3057071213848
"19","sa_c328s170_a_at",4.85649408114119,6.31163123655174,42.8699787757725,0,1.74548614435724e-07,14.0781711187914,"sa_c328s170_a_at|1120963 // gi|1120963|ref|NC_002758.2|NC_002758.2(GI:57634611):1036311-1037395(+) Staphylococcus aureus subsp. aureus Mu50, GENE=oppD  LOCUS=SAV0988 // ncbi_bacterial // 20 // --- /// 1123664 // gi|1123664|ref|NC_002745.2|NC_002745.2(GI:29165615):960027-961111(+) Staphylococcus aureus subsp. aureus N315, GENE=oppD PRODUCT=hypothetical protein LOCUS=SA0847 // ncbi_bacterial // 20 // --- /// 3236193 // gi|3236193|ref|NC_002951.2|NC_002951.2(GI:57650036):999634-1000718(+) Staphylococcus aureus subsp. aureus COL, GENE=oppD  LOCUS=SACOL0993 // ncbi_bacterial // 20 // ---",28.9701265403042
"20","sa_c4239s3588_a_at",6.23192498707131,5.2449819746497,42.6648752880411,0,1.74548614435724e-07,14.0464162053879,"sa_c4239s3588_a_at|1122072 // gi|1122072|ref|NC_002758.2|NC_002758.2(GI:57634611):2182897-2183471(+) Staphylococcus aureus subsp. aureus Mu50, GENE=leuD PRODUCT=3-isopropylmalate dehydratase small subunit LOCUS=SAV2060 // ncbi_bacterial // 20 // --- /// 1124759 // gi|1124759|ref|NC_002745.2|NC_002745.2(GI:29165615):2106464-2107038(+) Staphylococcus aureus subsp. aureus N315, GENE=leuD PRODUCT=3-isopropylmalate dehydratase small subunit LOCUS=SA1865 // ncbi_bacterial // 20 // --- /// 3238074 // gi|3238074|ref|NC_002951.2|NC_002951.2(GI:57650036):2109941-2110515(+) Staphylococcus aureus subsp. aureus COL, GENE=leuD PRODUCT=3-isopropylmalate dehydratase, small subunit LOCUS=SACOL2049 // ncbi_bacterial // 20 // ---",75.1616580256618
"21","sa_c6732s5872_a_at",4.54050934400687,6.3913802407379,41.6122409565315,0,1.99600735191318e-07,13.8800345298341,"sa_c6732s5872_a_at|1122706 // gi|1122706|ref|NC_002758.2|NC_002758.2(GI:57634611):2848325-2849449(-) Staphylococcus aureus subsp. aureus Mu50,  PRODUCT=hypothetical protein LOCUS=SAV2681 // ncbi_bacterial // 20 // --- /// 1125403 // gi|1125403|ref|NC_002745.2|NC_002745.2(GI:29165615):2784611-2785735(-) Staphylococcus aureus subsp. aureus N315,  PRODUCT=hypothetical protein LOCUS=SA2473 // ncbi_bacterial // 20 // --- /// 3238451 // gi|3238451|ref|NC_002951.2|NC_002951.2(GI:57650036):2777490-2778614(-) Staphylococcus aureus subsp. aureus COL,  PRODUCT=hypothetical protein LOCUS=SACOL2705 // ncbi_bacterial // 20 // ---",23.2717749355179
"22","sa_c1840s1566_a_at",3.83008196137115,4.87004056726114,40.8549070082149,0,2.08346144680234e-07,13.7566892412504,"sa_c1840s1566_a_at|1121347 // gi|1121347|ref|NC_002758.2|NC_002758.2(GI:57634611):1453275-1454491(+) Staphylococcus aureus subsp. aureus Mu50, GENE=trpB PRODUCT=tryptophan synthase subunit beta LOCUS=SAV1372 // ncbi_bacterial // 20 // --- /// 1124043 // gi|1124043|ref|NC_002745.2|NC_002745.2(GI:29165615):1376946-1378162(+) Staphylococcus aureus subsp. aureus N315, GENE=trpB PRODUCT=tryptophan synthase subunit beta LOCUS=SA1204 // ncbi_bacterial // 20 // --- /// 3237588 // gi|3237588|ref|NC_002951.2|NC_002951.2(GI:57650036):1418591-1419807(+) Staphylococcus aureus subsp. aureus COL, GENE=trpB PRODUCT=tryptophan synthase subunit beta LOCUS=SACOL1408 // ncbi_bacterial // 20 // ---",14.2222908624522
"23","sa_c1669s1406_a_at",4.68825294764491,6.75110953019083,40.4976580862217,0,2.08346144680234e-07,13.6974119244359,"sa_c1669s1406_a_at|1121306 // gi|1121306|ref|NC_002758.2|NC_002758.2(GI:57634611):1404169-1405085(+) Staphylococcus aureus subsp. aureus Mu50, GENE=thrB PRODUCT=homoserine kinase homolog LOCUS=SAV1330 // ncbi_bacterial // 20 // --- /// 1124002 // gi|1124002|ref|NC_002745.2|NC_002745.2(GI:29165615):1327840-1328756(+) Staphylococcus aureus subsp. aureus N315, GENE=thrB PRODUCT=hypothetical protein LOCUS=SA1166 // ncbi_bacterial // 20 // --- /// 3236142 // gi|3236142|ref|NC_002951.2|NC_002951.2(GI:57650036):1369541-1370457(+) Staphylococcus aureus subsp. aureus COL, GENE=thrB PRODUCT=homoserine kinase LOCUS=SACOL1364 // ncbi_bacterial // 20 // ---",25.7812971507775
"24","sa_c6752s5895_a_at",6.68235787917194,4.84794808553067,40.4067411978744,0,2.08346144680234e-07,13.6822123805315,"sa_c6752s5895_a_at|1122711 // gi|1122711|ref|NC_002758.2|NC_002758.2(GI:57634611):2853289-2854137(-) Staphylococcus aureus subsp. aureus Mu50,  PRODUCT=hypothetical protein LOCUS=SAV2686 // ncbi_bacterial // 20 // --- /// 1125408 // gi|1125408|ref|NC_002745.2|NC_002745.2(GI:29165615):2789575-2790423(-) Staphylococcus aureus subsp. aureus N315,  PRODUCT=hypothetical protein LOCUS=SA2478 // ncbi_bacterial // 20 // --- /// 3238075 // gi|3238075|ref|NC_002951.2|NC_002951.2(GI:57650036):2782454-2783302(-) Staphylococcus aureus subsp. aureus COL,  PRODUCT=hypothetical protein LOCUS=SACOL2710 // ncbi_bacterial // 20 // ---",102.704663354044
"25","sa_c1659s1395_a_at",5.16958225523259,7.17321624092827,40.3954790410824,0,2.08346144680234e-07,13.6803263242414,"sa_c1659s1395_a_at|1121304 // gi|1121304|ref|NC_002758.2|NC_002758.2(GI:57634611):1401820-1403102(+) Staphylococcus aureus subsp. aureus Mu50, GENE=dhoM PRODUCT=homoserine dehydrogenase LOCUS=SAV1328 // ncbi_bacterial // 19 // --- /// 1124000 // gi|1124000|ref|NC_002745.2|NC_002745.2(GI:29165615):1325491-1326773(+) Staphylococcus aureus subsp. aureus N315, GENE=dhoM PRODUCT=homoserine dehydrogenase LOCUS=SA1164 // ncbi_bacterial // 19 // --- /// 3237612 // gi|3237612|ref|NC_002951.2|NC_002951.2(GI:57650036):1367192-1368474(+) Staphylococcus aureus subsp. aureus COL, GENE=hom PRODUCT=homoserine dehydrogenase LOCUS=SACOL1362 // ncbi_bacterial // 19 // ---",35.9914483673801
"26","sa_c350s191_a_at",4.64533572881604,6.32045316777805,39.676174844524,0,2.28486149103367e-07,13.5583658675331,"sa_c350s191_a_at|1120965 // gi|1120965|ref|NC_002758.2|NC_002758.2(GI:57634611):1038343-1040000(+) Staphylococcus aureus subsp. aureus Mu50,  PRODUCT=similar to peptide binding protein OppA LOCUS=SAV0990 // ncbi_bacterial // 20 // --- /// 1123666 // gi|1123666|ref|NC_002745.2|NC_002745.2(GI:29165615):962059-963716(+) Staphylococcus aureus subsp. aureus N315,  PRODUCT=hypothetical protein LOCUS=SA0849 // ncbi_bacterial // 20 // --- /// 3236268 // gi|3236268|ref|NC_002951.2|NC_002951.2(GI:57650036):1001665-1003322(+) Staphylococcus aureus subsp. aureus COL,   LOCUS=SACOL0995 // ncbi_bacterial // 20 // ---",25.0256516089811
"27","sa_c10571s9056_a_at",4.96884326938489,5.19168882864333,38.8528148140414,0,2.56514858043911e-07,13.4150465555652,"sa_c10571s9056_a_at|1120961 // gi|1120961|ref|NC_002758.2|NC_002758.2(GI:57634611):1034299-1035227(+) Staphylococcus aureus subsp. aureus Mu50, GENE=oppB PRODUCT=oligopeptide transport system permease protein LOCUS=SAV0986 // ncbi_bacterial // 20 // --- /// 1123662 // gi|1123662|ref|NC_002745.2|NC_002745.2(GI:29165615):958015-958943(+) Staphylococcus aureus subsp. aureus N315, GENE=oppB PRODUCT=oligopeptide transport system permease protein LOCUS=SA0845 // ncbi_bacterial // 20 // --- /// 3236092 // gi|3236092|ref|NC_002951.2|NC_002951.2(GI:57650036):997699-998549(+) Staphylococcus aureus subsp. aureus COL, GENE=oppB PRODUCT=oligopeptide ABC transporter, permease protein LOCUS=SACOL0991 // ncbi_bacterial // 19 // ---",31.3163305036908
"28","sa_c6262s5443_a_at",6.29532305165874,6.20502620895374,38.1026644340848,0,2.76448681803476e-07,13.2808875075644,"sa_c6262s5443_a_at|1122595 // gi|1122595|ref|NC_002758.2|NC_002758.2(GI:57634611):2719861-2720916(-) Staphylococcus aureus subsp. aureus Mu50,  PRODUCT=regulatory protein LOCUS=SAV2570 // ncbi_bacterial // 19 // --- /// 1125285 // gi|1125285|ref|NC_002745.2|NC_002745.2(GI:29165615):2649435-2650490(-) Staphylococcus aureus subsp. aureus N315,  PRODUCT=hypothetical protein LOCUS=SA2357 // ncbi_bacterial // 19 // --- /// 3237209 // gi|3237209|ref|NC_002951.2|NC_002951.2(GI:57650036):2650060-2651115(-) Staphylococcus aureus subsp. aureus COL,  PRODUCT=regulatory protein, putative LOCUS=SACOL2585 // ncbi_bacterial // 19 // ---",78.5382230385765
"29","sa_c5397s4673_a_at",5.74341584907197,5.88323965134654,38.0836194213878,0,2.76448681803476e-07,13.2774358072849,"sa_c5397s4673_a_at|1122709 // gi|1122709|ref|NC_002758.2|NC_002758.2(GI:57634611):2850941-2852548(-) Staphylococcus aureus subsp. aureus Mu50,  PRODUCT=similar to ABC transporter, ATP-binding protein LOCUS=SAV2684 // ncbi_bacterial // 20 // --- /// 1125406 // gi|1125406|ref|NC_002745.2|NC_002745.2(GI:29165615):2787227-2788834(-) Staphylococcus aureus subsp. aureus N315,  PRODUCT=hypothetical protein LOCUS=SA2476 // ncbi_bacterial // 20 // --- /// 3238439 // gi|3238439|ref|NC_002951.2|NC_002951.2(GI:57650036):2780106-2781818(-) Staphylococcus aureus subsp. aureus COL,  PRODUCT=ABC transporter, ATP-binding protein LOCUS=SACOL2708 // ncbi_bacterial // 20 // ---",53.5723192387848
"30","sa_c6740s5882_a_at",4.64373981062971,6.44772190082853,37.8091388871309,0,2.81755197962164e-07,13.2274338827829,"sa_c6740s5882_a_at|1122708 // gi|1122708|ref|NC_002758.2|NC_002758.2(GI:57634611):2850111-2850944(-) Staphylococcus aureus subsp. aureus Mu50,  PRODUCT=similar to cobalt transport family protein LOCUS=SAV2683 // ncbi_bacterial // 20 // --- /// 1125405 // gi|1125405|ref|NC_002745.2|NC_002745.2(GI:29165615):2786397-2787230(-) Staphylococcus aureus subsp. aureus N315,  PRODUCT=hypothetical protein LOCUS=SA2475 // ncbi_bacterial // 20 // --- /// 3238438 // gi|3238438|ref|NC_002951.2|NC_002951.2(GI:57650036):2779276-2780109(-) Staphylococcus aureus subsp. aureus COL,  PRODUCT=cobalt transport family protein LOCUS=SACOL2707 // ncbi_bacterial // 20 // ---",24.997983384433
"31","sa_c6677s5830_a_at",5.56417647639013,3.71744502678614,36.9315489195906,0,3.23766666663144e-07,13.0642963836938,"sa_c6677s5830_a_at|1122692 // gi|1122692|ref|NC_002758.2|NC_002758.2(GI:57634611):2835412-2835719(+) Staphylococcus aureus subsp. aureus Mu50, GENE=icaD PRODUCT=intercellular adhesion protein D LOCUS=SAV2667 // ncbi_bacterial // 20 // --- /// 1125389 // gi|1125389|ref|NC_002745.2|NC_002745.2(GI:29165615):2771698-2772005(+) Staphylococcus aureus subsp. aureus N315, GENE=icaD PRODUCT=intercellular adhesion protein D LOCUS=SA2460 // ncbi_bacterial // 20 // --- /// 3238686 // gi|3238686|ref|NC_002951.2|NC_002951.2(GI:57650036):2764521-2764828(+) Staphylococcus aureus subsp. aureus COL, GENE=icaD PRODUCT=intercellular adhesion protein D LOCUS=SACOL2690 // ncbi_bacterial // 20 // ---",47.3133850146174
"32","sa_c7374s6406_a_at",5.60809922941333,5.67350155111956,36.6156203018977,0,3.33987598326961e-07,13.0043184945923,"sa_c7374s6406_a_at|1120419 // gi|1120419|ref|NC_002758.2|NC_002758.2(GI:57634611):507585-508246(+) Staphylococcus aureus subsp. aureus Mu50,  PRODUCT=ABC transporter permease protein LOCUS=SAV0463 // ncbi_bacterial // 20 // --- /// 1123206 // gi|1123206|ref|NC_002745.2|NC_002745.2(GI:29165615):483070-483731(+) Staphylococcus aureus subsp. aureus N315,  PRODUCT=hypothetical protein LOCUS=SA0421 // ncbi_bacterial // 20 // --- /// 3237080 // gi|3237080|ref|NC_002951.2|NC_002951.2(GI:57650036):506064-506725(+) Staphylococcus aureus subsp. aureus COL,  PRODUCT=ABC transporter, permease protein LOCUS=SACOL0505 // ncbi_bacterial // 20 // ---",48.7759892967291
